year,flow,concept,source_a,source_b,source_a_value,source_b_value,absolute_difference,relative_difference,unit,valuation_basis,territorial_definition_a,territorial_definition_b,reconciliation_status,explanation,evidence_reference,signed_difference,relative_difference_denominator,source_a_original_value,source_a_currency,source_b_original_value,source_b_currency,conversion_method,expected_partner_count,observed_partner_count,coverage_ratio,value_coverage_ratio,missing_partner_entities
1969,X,Overseas exports,UN Comtrade,INE,211356325.0,211499443.47826087,143118.47826087475,-0.0006766848929112444,USD,special trade; export values follow INE explanatory note conventions,Observed Comtrade configured colonial partner subset; INE overseas territories not returned or not registered as Comtrade areas remain unresolved.,Provincias Ultramarinas row in the INE statistical-territory table; individual territories are listed separately below the aggregate row,resolved_for_dataset_ine_preferred_complete_aggregate,"INE provides the complete overseas aggregate and is the preferred source for complete colonial shares. The Comtrade colonial partner subset remains an observed lower-bound diagnostic: it covers only the returned partners, while the contemporaneous INE overseas category includes additional source-specific territories.",INE Volume I PDF page 28 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); data/interim/live/comtrade_coverage_matrix.csv 1969 colonial partner rows; config/historical_groups.yml colonies group.,-143118.47826087475,source_b_value_converted_to_USD,211356325.0,USD,6080609000.0,PTE,source_b_original_value / 28.75; registered 1969 PTE/USD rate,8,4,0.5,0.9993233151070887,cabo_verde;macao;portuguese_india;sao_tome_principe
1969,M,Overseas imports,UN Comtrade,INE,194974368.0,194763965.2173913,210402.78260868788,0.0010802962569274087,USD,special trade; import values declared by importers and accepted by customs per explanatory note,Observed Comtrade configured colonial partner subset; INE overseas territories not returned or not registered as Comtrade areas remain unresolved.,Provincias Ultramarinas row in the INE statistical-territory table; individual territories are listed separately below the aggregate row,resolved_for_dataset_ine_preferred_complete_aggregate,"INE provides the complete overseas aggregate and is the preferred source for complete colonial shares. The Comtrade colonial partner subset remains an observed lower-bound diagnostic: it covers only the returned partners, while the contemporaneous INE overseas category includes additional source-specific territories.",INE Volume I PDF page 28 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); data/interim/live/comtrade_coverage_matrix.csv 1969 colonial partner rows; config/historical_groups.yml colonies group.,210402.78260868788,source_b_value_converted_to_USD,194974368.0,USD,5599464000.0,PTE,source_b_original_value / 28.75; registered 1969 PTE/USD rate,8,4,0.5,1.0010802962569274,cabo_verde;macao;portuguese_india;sao_tome_principe
1970,X,World exports,UN Comtrade,INE,949225152.0,949518643.4782609,293491.47826087475,-0.00030909501385434796,USD,special trade; export values to be confirmed from source notes,requires_historical_metadata_review,INE statistical territories as printed in the 1970 volume; verify against page 18,unresolved,"World totals differ by -0.0309% after converting at the registered 1970 rate of 28.75 PTE/USD, which exceeds the reconciliation tolerance. Annual period-average conversion is a weaker approximation in years when the rate moved within the year.",INE Volume I PDF page 24 (Quadro n.o 1 - Movimento comercial por seccoes da CMCE); results/diagnostics/comtrade_coverage/comtrade_coverage_audit.csv 1970 X World row; data/interim/live/portugal_exchange_rate_evidence.csv.,-293491.47826087475,source_b_value_converted_to_USD,949225152.0,USD,27298661000.0,PTE,source_b_original_value / 28.75; registered 1970 PTE/USD rate,,,,,
1970,M,World imports,UN Comtrade,INE,1589826688.0,1582435860.8695652,7390827.1304347515,0.0046705381956987585,USD,special trade; import values to be confirmed from source notes,requires_historical_metadata_review,INE statistical territories as printed in the 1970 volume; verify against page 18,unresolved,"World totals differ by 0.4671% after converting at the registered 1970 rate of 28.75 PTE/USD, which exceeds the reconciliation tolerance. Annual period-average conversion is a weaker approximation in years when the rate moved within the year.",INE Volume I PDF page 24 (Quadro n.o 1 - Movimento comercial por seccoes da CMCE); results/diagnostics/comtrade_coverage/comtrade_coverage_audit.csv 1970 M World row; data/interim/live/portugal_exchange_rate_evidence.csv.,7390827.1304347515,source_b_value_converted_to_USD,1589826688.0,USD,45495031000.0,PTE,source_b_original_value / 28.75; registered 1970 PTE/USD rate,,,,,
1970,X,Overseas exports,UN Comtrade,INE,232458821.0,232619617.39130434,160796.39130434394,-0.0006912417495462475,USD,special trade; export values to be confirmed from source notes,Observed Comtrade configured colonial partner subset; INE overseas territories not returned or not registered as Comtrade areas remain unresolved.,INE statistical territories as printed in the 1970 volume; verify against page 18,resolved_for_dataset_ine_preferred_complete_aggregate,"INE provides the complete overseas aggregate and is the preferred source for complete colonial shares. The Comtrade colonial partner subset remains an observed lower-bound diagnostic: it covers only the returned partners, while the contemporaneous INE overseas category includes additional source-specific territories.",INE Volume I PDF page 25 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); data/interim/live/comtrade_coverage_matrix.csv 1970 colonial partner rows; config/historical_groups.yml colonies group.,-160796.39130434394,source_b_value_converted_to_USD,232458821.0,USD,6687814000.0,PTE,source_b_original_value / 28.75; registered 1970 PTE/USD rate,8,7,0.875,0.9993087582504537,portuguese_india
1970,M,Overseas imports,UN Comtrade,INE,233667075.0,233634434.7826087,32640.217391312122,0.00013970636401129427,USD,special trade; import values to be confirmed from source notes,Observed Comtrade configured colonial partner subset; INE overseas territories not returned or not registered as Comtrade areas remain unresolved.,INE statistical territories as printed in the 1970 volume; verify against page 18,resolved_for_dataset_ine_preferred_complete_aggregate,"INE provides the complete overseas aggregate and is the preferred source for complete colonial shares. The Comtrade colonial partner subset remains an observed lower-bound diagnostic: it covers only the returned partners, while the contemporaneous INE overseas category includes additional source-specific territories.",INE Volume I PDF page 25 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); data/interim/live/comtrade_coverage_matrix.csv 1970 colonial partner rows; config/historical_groups.yml colonies group.,32640.217391312122,source_b_value_converted_to_USD,233667075.0,USD,6716990000.0,PTE,source_b_original_value / 28.75; registered 1970 PTE/USD rate,8,7,0.875,1.0001397063640114,portuguese_india
1971,X,World exports,UN Comtrade,INE,1052598592.0,1066577351.2641144,13978759.26411438,-0.013106184232720358,USD,special trade; export values follow INE explanatory note conventions,requires_historical_metadata_review,INE statistical territories as printed in the 1971 volume; Continente e Ilhas Adjacentes reporting scope,unresolved,"World totals differ by -1.3106% after converting at the registered 1971 rate of 28.3602 PTE/USD, which exceeds the reconciliation tolerance. Annual period-average conversion is a weaker approximation in years when the rate moved within the year.",INE Volume I PDF page 25 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); results/diagnostics/comtrade_coverage/comtrade_coverage_audit.csv 1971 X World row; data/interim/live/portugal_exchange_rate_evidence.csv.,-13978759.26411438,source_b_value_converted_to_USD,1052598592.0,USD,30248315000.0,PTE,source_b_original_value / 28.3602; registered 1971 PTE/USD rate,,,,,
1971,M,World imports,UN Comtrade,INE,1823831680.0,1848233631.8858454,24401951.885845423,-0.013202850259221226,USD,special trade; import values declared by importers and accepted by customs per explanatory note,requires_historical_metadata_review,INE statistical territories as printed in the 1971 volume; Continente e Ilhas Adjacentes reporting scope,unresolved,"World totals differ by -1.3203% after converting at the registered 1971 rate of 28.3602 PTE/USD, which exceeds the reconciliation tolerance. Annual period-average conversion is a weaker approximation in years when the rate moved within the year.",INE Volume I PDF page 25 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); results/diagnostics/comtrade_coverage/comtrade_coverage_audit.csv 1971 M World row; data/interim/live/portugal_exchange_rate_evidence.csv.,-24401951.885845423,source_b_value_converted_to_USD,1823831680.0,USD,52416220000.0,PTE,source_b_original_value / 28.3602; registered 1971 PTE/USD rate,,,,,
1971,X,Overseas exports,UN Comtrade,INE,225446933.0,228828670.63208717,3381737.632087171,-0.014778469947607046,USD,special trade; export values follow INE explanatory note conventions,Observed Comtrade configured colonial partner subset; INE overseas territories not returned or not registered as Comtrade areas remain unresolved.,Provincias Ultramarinas row in the INE statistical-territory table; individual territories are listed separately below the aggregate row,resolved_for_dataset_ine_preferred_complete_aggregate,"INE provides the complete overseas aggregate and is the preferred source for complete colonial shares. The Comtrade colonial partner subset remains an observed lower-bound diagnostic: it covers only the returned partners, while the contemporaneous INE overseas category includes additional source-specific territories.",INE Volume I PDF page 25 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); data/interim/live/comtrade_coverage_matrix.csv 1971 colonial partner rows; config/historical_groups.yml colonies group.,-3381737.632087171,source_b_value_converted_to_USD,225446933.0,USD,6489620000.0,PTE,source_b_original_value / 28.3602; registered 1971 PTE/USD rate,8,7,0.875,0.985221530052393,portuguese_india
1971,M,Overseas imports,UN Comtrade,INE,241496013.0,244860274.1097814,3364261.1097814143,-0.013739513777857943,USD,special trade; import values declared by importers and accepted by customs per explanatory note,Observed Comtrade configured colonial partner subset; INE overseas territories not returned or not registered as Comtrade areas remain unresolved.,Provincias Ultramarinas row in the INE statistical-territory table; individual territories are listed separately below the aggregate row,resolved_for_dataset_ine_preferred_complete_aggregate,"INE provides the complete overseas aggregate and is the preferred source for complete colonial shares. The Comtrade colonial partner subset remains an observed lower-bound diagnostic: it covers only the returned partners, while the contemporaneous INE overseas category includes additional source-specific territories.",INE Volume I PDF page 25 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); data/interim/live/comtrade_coverage_matrix.csv 1971 colonial partner rows; config/historical_groups.yml colonies group.,-3364261.1097814143,source_b_value_converted_to_USD,241496013.0,USD,6944279000.0,PTE,source_b_original_value / 28.3602; registered 1971 PTE/USD rate,8,7,0.875,0.986260486222142,portuguese_india
1972,X,World exports,UN Comtrade,INE,1293765376.0,1303174900.2353382,9409524.235338211,-0.007220461531018562,USD,special trade; export values follow INE explanatory note conventions,requires_historical_metadata_review,INE statistical territories as printed in the 1972 volume; Continente e Ilhas Adjacentes reporting scope,unresolved,"World totals differ by -0.7220% after converting at the registered 1972 rate of 27.0534 PTE/USD, which exceeds the reconciliation tolerance. Annual period-average conversion is a weaker approximation in years when the rate moved within the year.",INE Volume I PDF page 25 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); results/diagnostics/comtrade_coverage/comtrade_coverage_audit.csv 1972 X World row; data/interim/live/portugal_exchange_rate_evidence.csv.,-9409524.235338211,source_b_value_converted_to_USD,1293765376.0,USD,35255334000.0,PTE,source_b_original_value / 27.0534; registered 1972 PTE/USD rate,,,,,
1972,M,World imports,UN Comtrade,INE,2227166208.0,2243102008.149285,15935800.14928484,-0.007104358201896035,USD,special trade; import values declared by importers and accepted by customs per explanatory note,requires_historical_metadata_review,INE statistical territories as printed in the 1972 volume; Continente e Ilhas Adjacentes reporting scope,unresolved,"World totals differ by -0.7104% after converting at the registered 1972 rate of 27.0534 PTE/USD, which exceeds the reconciliation tolerance. Annual period-average conversion is a weaker approximation in years when the rate moved within the year.",INE Volume I PDF page 25 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); results/diagnostics/comtrade_coverage/comtrade_coverage_audit.csv 1972 M World row; data/interim/live/portugal_exchange_rate_evidence.csv.,-15935800.14928484,source_b_value_converted_to_USD,2227166208.0,USD,60683574000.0,PTE,source_b_original_value / 27.0534; registered 1972 PTE/USD rate,,,,,
1972,X,Overseas exports,UN Comtrade,INE,189372669.0,190919099.0550288,1546430.0550287962,-0.008099923279980843,USD,special trade; export values follow INE explanatory note conventions,Observed Comtrade configured colonial partner subset; INE overseas territories not returned or not registered as Comtrade areas remain unresolved.,Provincias Ultramarinas row in the INE statistical-territory table; individual territories are listed separately below the aggregate row,resolved_for_dataset_ine_preferred_complete_aggregate,"INE provides the complete overseas aggregate and is the preferred source for complete colonial shares. The Comtrade colonial partner subset remains an observed lower-bound diagnostic: it covers only the returned partners, while the contemporaneous INE overseas category includes additional source-specific territories.",INE Volume I PDF page 25 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); data/interim/live/comtrade_coverage_matrix.csv 1972 colonial partner rows; config/historical_groups.yml colonies group.,-1546430.0550287962,source_b_value_converted_to_USD,189372669.0,USD,5165014000.0,PTE,source_b_original_value / 27.0534; registered 1972 PTE/USD rate,8,7,0.875,0.9919000767200191,portuguese_india
1972,M,Overseas imports,UN Comtrade,INE,258759843.0,260398122.72142923,1638279.7214292288,-0.006291442136016628,USD,special trade; import values declared by importers and accepted by customs per explanatory note,Observed Comtrade configured colonial partner subset; INE overseas territories not returned or not registered as Comtrade areas remain unresolved.,Provincias Ultramarinas row in the INE statistical-territory table; individual territories are listed separately below the aggregate row,resolved_for_dataset_ine_preferred_complete_aggregate,"INE provides the complete overseas aggregate and is the preferred source for complete colonial shares. The Comtrade colonial partner subset remains an observed lower-bound diagnostic: it covers only the returned partners, while the contemporaneous INE overseas category includes additional source-specific territories.",INE Volume I PDF page 25 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); data/interim/live/comtrade_coverage_matrix.csv 1972 colonial partner rows; config/historical_groups.yml colonies group.,-1638279.7214292288,source_b_value_converted_to_USD,258759843.0,USD,7044659000.0,PTE,source_b_original_value / 27.0534; registered 1972 PTE/USD rate,8,7,0.875,0.9937085578639834,portuguese_india
1973,X,World exports,UN Comtrade,INE,1861681536.0,1852342796.604241,9338739.395759106,0.005041582698882251,USD,special trade; export values to be confirmed from source notes,requires_historical_metadata_review,INE statistical territories as printed in the 1973 volume; verify against page 17,unresolved,"World totals differ by 0.5042% after converting at the registered 1973 rate of 24.5152 PTE/USD, which exceeds the reconciliation tolerance. Annual period-average conversion is a weaker approximation in years when the rate moved within the year.",INE Volume I PDF page 23 (Quadro n.o 1 - Movimento comercial por seccoes da CMCE); results/diagnostics/comtrade_coverage/comtrade_coverage_audit.csv 1973 X World row; data/interim/live/portugal_exchange_rate_evidence.csv.,9338739.395759106,source_b_value_converted_to_USD,1861681536.0,USD,45410493000.0,PTE,source_b_original_value / 24.5152; registered 1973 PTE/USD rate,,,,,
1973,M,World imports,UN Comtrade,INE,3072798464.0,3050174530.7303023,22623933.269697666,0.007417258600045036,USD,special trade; import values to be confirmed from source notes,requires_historical_metadata_review,INE statistical territories as printed in the 1973 volume; verify against page 17,unresolved,"World totals differ by 0.7417% after converting at the registered 1973 rate of 24.5152 PTE/USD, which exceeds the reconciliation tolerance. Annual period-average conversion is a weaker approximation in years when the rate moved within the year.",INE Volume I PDF page 23 (Quadro n.o 1 - Movimento comercial por seccoes da CMCE); results/diagnostics/comtrade_coverage/comtrade_coverage_audit.csv 1973 M World row; data/interim/live/portugal_exchange_rate_evidence.csv.,22623933.269697666,source_b_value_converted_to_USD,3072798464.0,USD,74775538000.0,PTE,source_b_original_value / 24.5152; registered 1973 PTE/USD rate,,,,,
1973,X,Overseas exports,UN Comtrade,INE,276364569.0,274924621.15391666,1439947.846083343,0.005237609640197295,USD,special trade; export values to be confirmed from source notes,Observed Comtrade configured colonial partner subset; INE overseas territories not returned or not registered as Comtrade areas remain unresolved.,INE statistical territories as printed in the 1973 volume; verify against page 17,resolved_for_dataset_ine_preferred_complete_aggregate,"INE provides the complete overseas aggregate and is the preferred source for complete colonial shares. The Comtrade colonial partner subset remains an observed lower-bound diagnostic: it covers only the returned partners, while the contemporaneous INE overseas category includes additional source-specific territories.",INE Volume I PDF page 24 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); data/interim/live/comtrade_coverage_matrix.csv 1973 colonial partner rows; config/historical_groups.yml colonies group.,1439947.846083343,source_b_value_converted_to_USD,276364569.0,USD,6739823000.0,PTE,source_b_original_value / 24.5152; registered 1973 PTE/USD rate,8,7,0.875,1.0052376096401974,portuguese_india
1973,M,Overseas imports,UN Comtrade,INE,309642994.0,307506532.5885807,2136461.4114192724,0.006947694390212152,USD,special trade; import values to be confirmed from source notes,Observed Comtrade configured colonial partner subset; INE overseas territories not returned or not registered as Comtrade areas remain unresolved.,INE statistical territories as printed in the 1973 volume; verify against page 17,resolved_for_dataset_ine_preferred_complete_aggregate,"INE provides the complete overseas aggregate and is the preferred source for complete colonial shares. The Comtrade colonial partner subset remains an observed lower-bound diagnostic: it covers only the returned partners, while the contemporaneous INE overseas category includes additional source-specific territories.",INE Volume I PDF page 24 (Quadro n.o 2 - Comercio especial por paises e territorios estatisticos); data/interim/live/comtrade_coverage_matrix.csv 1973 colonial partner rows; config/historical_groups.yml colonies group.,2136461.4114192724,source_b_value_converted_to_USD,309642994.0,USD,7538574000.0,PTE,source_b_original_value / 24.5152; registered 1973 PTE/USD rate,8,7,0.875,1.0069476943902123,portuguese_india
